activation,meth-induced autophagy,"Furthermore, METH-induced autophagy in endothelial cells was triggered by inactivation of the AKT/mTOR/p70S6K pathway and activation of the ERK1/ 2 pathway.","['trigger,verb,nsubjpass,y', 'trigger,verb,agent,by', 'by,adp,pobj,x']",1
only expression,an antiviral response,"Furthermore, only expression of interferon from the liver was associated with an antiviral response.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
the liver,only expression,"Furthermore, only expression of interferon from the liver was associated with an antiviral response.","['y,noun,prep,from', 'from,adp,pobj,x']",1
gastrointestinal losses,hypokalemia,"Gastrointestinal losses and anorexia can precipitate hypokalemia, metabolic acidosis, and acute kidney injury.","['precipitate,verb,nsubj,x', 'precipitate,verb,dobj,y']",1
anorexia,hypokalemia,"Gastrointestinal losses and anorexia can precipitate hypokalemia, metabolic acidosis, and acute kidney injury.","['precipitate,verb,nsubj,x', 'precipitate,verb,dobj,y']",1
gastrointestinal losses,metabolic acidosis,"Gastrointestinal losses and anorexia can precipitate hypokalemia, metabolic acidosis, and acute kidney injury.","['precipitate,verb,nsubj,x', 'precipitate,verb,dobj,y']",1
gastrointestinal losses,acute kidney injury,"Gastrointestinal losses and anorexia can precipitate hypokalemia, metabolic acidosis, and acute kidney injury.","['precipitate,verb,nsubj,x', 'precipitate,verb,dobj,y']",1
independent importations,the first three local episodes,Genetic analysis showed that the first three local episodes were most likely the result of independent importations of the virus from neighbouring Asian countries while locally acquired cases that occurred around July in the same year were largely due to a single strain which was closely related to the strain detected in cases imported from Malaysia.,"['be,aux,nsubj,y', 'be,aux,attr,the result', 'the result,noun,prep,of', 'of,adp,pobj,x']",1
independent importations,locally acquired cases,Genetic analysis showed that the first three local episodes were most likely the result of independent importations of the virus from neighbouring Asian countries while locally acquired cases that occurred around July in the same year were largely due to a single strain which was closely related to the strain detected in cases imported from Malaysia.,"['be,aux,nsubj,y', 'be,aux,attr,the result', 'the result,noun,prep,of', 'of,adp,pobj,x']",1
independent importations,cases,Genetic analysis showed that the first three local episodes were most likely the result of independent importations of the virus from neighbouring Asian countries while locally acquired cases that occurred around July in the same year were largely due to a single strain which was closely related to the strain detected in cases imported from Malaysia.,"['be,aux,nsubj,y', 'be,aux,attr,the result', 'the result,noun,prep,of', 'of,adp,pobj,x']",1
the virus,the first three local episodes,Genetic analysis showed that the first three local episodes were most likely the result of independent importations of the virus from neighbouring Asian countries while locally acquired cases that occurred around July in the same year were largely due to a single strain which was closely related to the strain detected in cases imported from Malaysia.,"['be,aux,nsubj,y', 'be,aux,attr,the result', 'the result,noun,prep,of', 'of,adp,pobj,x']",1
the virus,locally acquired cases,Genetic analysis showed that the first three local episodes were most likely the result of independent importations of the virus from neighbouring Asian countries while locally acquired cases that occurred around July in the same year were largely due to a single strain which was closely related to the strain detected in cases imported from Malaysia.,"['be,aux,nsubj,y', 'be,aux,attr,the result', 'the result,noun,prep,of', 'of,adp,pobj,x']",1
the virus,cases,Genetic analysis showed that the first three local episodes were most likely the result of independent importations of the virus from neighbouring Asian countries while locally acquired cases that occurred around July in the same year were largely due to a single strain which was closely related to the strain detected in cases imported from Malaysia.,"['be,aux,nsubj,y', 'be,aux,attr,the result', 'the result,noun,prep,of', 'of,adp,pobj,x']",1
neighbouring asian countries,independent importations,Genetic analysis showed that the first three local episodes were most likely the result of independent importations of the virus from neighbouring Asian countries while locally acquired cases that occurred around July in the same year were largely due to a single strain which was closely related to the strain detected in cases imported from Malaysia.,"['y,noun,prep,from', 'from,adp,pobj,x']",1
a property,na enrichment,"HA is believed to  localize to these distinct regions based on fatty acid modifications of the C-terminal cysteine  that occur in the Golgi (186) (187) (188) (189) , whereas  NA enrichment  has previously been attributed to  a property in the C-terminus of the TMD (190) .","['attribute,verb,nsubjpass,y', 'attribute,verb,prep,to', 'to,adp,pobj,x']",1
a pathogen,an outbreak,"Here we discuss the fundamental question of  how many infected individuals are needed to almost guarantee that a pathogen will cause  an outbreak, as opposed to the population size needed to maintain an epidemic once it has appeared (Critical Community Size; see also Box 1).","['cause,verb,nsubj,x', 'cause,verb,dobj,y']",1
a persistent strain,a reemerging contamination problem,"High resolution is required to discriminate parallel outbreaks or to separate sporadic cases from an outbreak, but also to assess if a reemerging contamination problem is caused by a persistent strain or reintroduction of similar strains.","['cause,verb,nsubjpass,y', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
reintroduction,a reemerging contamination problem,"High resolution is required to discriminate parallel outbreaks or to separate sporadic cases from an outbreak, but also to assess if a reemerging contamination problem is caused by a persistent strain or reintroduction of similar strains.","['cause,verb,nsubjpass,y', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
hiv-1 infection,an increase,HIV-1 infection is associated with an increase of adenosine methylation of both cellular and viral mRNAsthat drives opposite effects on viral expression and replication.,"['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
highly virulent strains,a sudden and excessive production,"However, a sudden and excessive production of cytokines (as are sometimes triggered by highly virulent strains of IAV), can cause alveolar hemorrhage, pulmonary edema, bronchopneumonia, and acute respiratory distress syndrome  through damage to the mucosal epithelia (65-68).","['trigger,verb,nsubjpass,y', 'trigger,verb,agent,by', 'by,adp,pobj,x']",1
administration,adverse reactions,"However, administration of mouse mAb to xenogeneic animals may cause adverse reactions.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']",1
a single mobile element,the observed pfge differences,"However, the WGS analysis revealed that the observed PFGE differences were caused by a single mobile element, suggesting persistent contamination.","['cause,verb,nsubjpass,y', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
electrical storm,a poor prognosis,"However, unfortunately, the data suggest that electrical storm itself is associated with a poor prognosis.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
viruses,a therapeutic potential,"However, while SPINT2 has a therapeutic potential to treat ILIs caused by viruses that require activation 1 by trypsin-like serine proteases it may have its limitation to provide a treatment option for infections 2 caused by influenza HPAI viruses, such as H5N1 (60).","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
trypsin-like serine proteases,a therapeutic potential,"However, while SPINT2 has a therapeutic potential to treat ILIs caused by viruses that require activation 1 by trypsin-like serine proteases it may have its limitation to provide a treatment option for infections 2 caused by influenza HPAI viruses, such as H5N1 (60).","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
influenza hpai viruses,infections,"However, while SPINT2 has a therapeutic potential to treat ILIs caused by viruses that require activation 1 by trypsin-like serine proteases it may have its limitation to provide a treatment option for infections 2 caused by influenza HPAI viruses, such as H5N1 (60).","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
hyponatremia,other severity factors,"Hyponatremia was associated with other severity factors of bronchiolitis, with more frequent seizures and with longer length of PICU stay.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
hyponatremia,more frequent seizures,"Hyponatremia was associated with other severity factors of bronchiolitis, with more frequent seizures and with longer length of PICU stay.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
idiopathic cd4 t cell lymphopenia,increased risk,"Idiopathic CD4 T cell lymphopenia is associated with increased risk of cutaneous warts , and SCID patients post-HSCT can have an increased risk of warts, especially with specific underlying mutations (64, 65) .","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
am580 treatment,off-target,"Importantly,  off-target and other downstream effects resulting from AM580 treatment should be investigated.","['y,noun,acl,result', 'result,verb,prep,from', 'from,adp,pobj,x']",1
am580 treatment,other downstream effects,"Importantly,  off-target and other downstream effects resulting from AM580 treatment should be investigated.","['y,noun,acl,result', 'result,verb,prep,from', 'from,adp,pobj,x']",1
anti-drug antibodies,adverse effects,"Importantly, anti-drug antibodies may further cause adverse effects ranging from skin rashes to systemic inflammatory responses in the patients, which can impact both safety and efficacy of the antibody drugs in clinic use [83] .","['cause,verb,nsubj,x', 'cause,verb,dobj,y']",1
sars-cov-2 infection,an inflammatory cytokine storm,"Importantly, in most moribund patients, SARS-CoV-2 infection is also associated with an inflammatory cytokine storm 4, 12, which is mainly characterized by elevated plasma concentrations of interleukins 6 (IL-6).","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
an attacker,terror,"In 2001, an attacker with unknown motives caused terror and chaos in the United States by mailing letters laced with anthrax to the offices of two senators and multiple members of the news media, resulting in five deaths (48) .","['cause,verb,nsubj,x', 'cause,verb,dobj,y']",1
an attacker,chaos,"In 2001, an attacker with unknown motives caused terror and chaos in the United States by mailing letters laced with anthrax to the offices of two senators and multiple members of the news media, resulting in five deaths (48) .","['cause,verb,nsubj,x', 'cause,verb,dobj,y']",1
the isolation,an increased risk,"In 2002, Sethi et al 22 followed 81 COPD patients for 56 months, studying their sputum with culture-based techniques during stable disease and exacerbations, and observed that the isolation of new strains of pathogens was associated with an increased risk of exacerbations.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
a single imported case,an outbreak,"In 2014, a single imported case caused an outbreak of 186 cases in South Korea, while a more recent case imported from the Middle East was contained as a result of rapid implementation of public health measures 6 .","['cause,verb,nsubj,x', 'cause,verb,dobj,y']",1
fluoroquinolones,a risk,"In addition, fluoroquinolones have been associated with a risk of musculoskeletal toxicities, including tendinitis, arthritis, and growth impairment in children.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
a single infected individual,secondary infections,"In addition, for each policy we will define the control reproduction number R C that represents the average number of secondary infections produced by a single infected individual in a completely susceptible population with control measures in place.","['y,noun,acl,produce', 'produce,verb,agent,by', 'by,adp,pobj,x']",1
a wide variety,infection,"In addition, patients with severe combined immunodeficiency have major defects in B and T lymphocyte development, facing a substantial risk of infection caused by a wide variety of pathogens (e.g., fulminant adenovirus and HSV infections).","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
direct infection,cytokine profile,"In addition, when the kinetics of cytokine production by astrocytes treated with UV-inactivated infected supernatant derived from SK-N-SH cell line was compared with cytokine profile produced by direct infection of astrocytes with WNV, we observed that direct WNV infection induced cytokines only at 48 h after infection.","['y,noun,acl,produce', 'produce,verb,agent,by', 'by,adp,pobj,x']",1
infection,cytokine profile,"In addition, when the kinetics of cytokine production by astrocytes treated with UV-inactivated infected supernatant derived from SK-N-SH cell line was compared with cytokine profile produced by direct infection of astrocytes with WNV, we observed that direct WNV infection induced cytokines only at 48 h after infection.","['y,noun,acl,produce', 'produce,verb,agent,by', 'by,adp,pobj,x']",1
an outbreak,a rapid response,"In all these cases, an outbreak of unusual clinical diagnoses triggered a rapid response, and an essential part of this response is the accurate identification and characterization of the pathogen.","['trigger,verb,nsubj,x', 'trigger,verb,dobj,y']",1
an infected individual,infections,"In any epidemiological model, this means that the number of infections caused by an infected individual is decreasing in time.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
an infected individual,secondary cases,"In conclusion, we reiterate that when accounting for the full distribution of secondary cases caused by an infected individual, there is no direct relationship between R 0 and the size of an outbreak.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
the much lower exon activity,a proofreading mechanism,"In contrast, the much lower ExoN activity of nsp14 on its own may be associated with a proofreading mechanism.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
a pandemic influenza outbreak,the most severe vaccine shortages,"In fact, a pandemic influenza outbreak would likely cause the most severe vaccine shortages to date with global consequences.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']",1
delay,an average decrease,"In fact, among hypotensive ICU patients with septic shock (nearly 40% of whom had pneumonia), each hour delay in effective antimicrobial therapy after the first hour was associated with an average decrease in survival of 8%.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
the upregulation,accelerated disease progression,"In gastric cancer cohorts, the upregulation of IFITM2 is associated with accelerated disease progression and shorter survival time.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
the upregulation,shorter survival time,"In gastric cancer cohorts, the upregulation of IFITM2 is associated with accelerated disease progression and shorter survival time.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
alternative splicing,the tissue-specific protein segments,"In line with these observations, later studies revealed that the tissue-specific protein segments produced by alternative splicing often contain disordered regions, are enriched in posttranslational modification sites, and frequently embed conserved binding motifs.","['y,noun,acl,produce', 'produce,verb,agent,by', 'by,adp,pobj,x']",1
congenital defects,organ failure,"In many cases,  organ failure is due to congenital defects or aging.","['be,aux,nsubj,y', 'be,aux,acomp,due', 'due,adj,prep,to', 'to,adp,pobj,x']",1
aging,organ failure,"In many cases,  organ failure is due to congenital defects or aging.","['be,aux,nsubj,y', 'be,aux,acomp,due', 'due,adj,prep,to', 'to,adp,pobj,x']",1
an asymmetric change,membrane curvature,"In our proposed model, it is assumed that  membrane curvature is induced by an asymmetric change in the amount of space","['induce,verb,nsubjpass,y', 'induce,verb,agent,by', 'by,adp,pobj,x']",1
a poor understanding,the difficulty,"In part, the difficulty in disrupting this process is due to a poor understanding of the mechanics of assembly.","['be,aux,nsubj,y', 'be,aux,acomp,due', 'due,adj,prep,to', 'to,adp,pobj,x']",1
activated immune cells,cytokines,"In particular, the involvement of IFNs as a means of curtailing viral replication without cellular elimination is consistent with the hypothesis that cytokines produced by activated immune cells play a direct role in the control of viral infections.","['y,noun,acl,produce', 'produce,verb,agent,by', 'by,adp,pobj,x']",1
substantial reduction,an increased risk,"In patients with prolonged immunosuppression,  substantial reduction of CMV-specific T-cells is associated with an increased risk for CMV reactivation, progressive replication and disease.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
a sudden or abrupt change,trips,"In reference to fall  hot spots in the vicinity of MTR stations, ramps instead of short steps  are preferred because  a sudden or abrupt change in elevation can cause trips.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']",1
administration,the concentrations,"In the area of antibiotics, there is a large body of work with experimental pneumonia models which have demonstrated that lung tissue concentrations of nebulized amikacin, using a ultrasonic nebulizer, was significantly higher than the concentrations resulting from administration via the intravenous route.","['y,noun,acl,result', 'result,verb,prep,from', 'from,adp,pobj,x']",1
nascent vlps,actin,"In the case of EBOV, the host cytoskeleton is hijacked in order to aid in trafficking components of the new virions to the site of budding, with three-dimensional live tracking imaging showing that nascent VLPs are associated with actin as they approach the plasma membrane.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
a pandemic,widespread death,"In the case of widespread death or disability caused by a pandemic, this paper contended that an increased threat generates a heightened obligation on the part of HCWs, while also creating a reasonable expectation that those same HCWs will have preferential access to vaccines and treatments.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
a pandemic,disability,"In the case of widespread death or disability caused by a pandemic, this paper contended that an increased threat generates a heightened obligation on the part of HCWs, while also creating a reasonable expectation that those same HCWs will have preferential access to vaccines and treatments.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
the presence,a significantly increased wood-downes score,In the GENDRES cohort the presence of rhinovirus as co-pathogen was associated with a significantly increased Wood-Downes score by 1.289 points.,"['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
infection,a wide spectrum,"In the latter case, infection is associated with a wide spectrum of disorders, including diarrhea, pneumonia, polioencephalomyelitis, and reproductive disorders.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
a single dose vaccination,significantly higher zikv antibody response,"In the mice vaccination study, we showed that a single dose vaccination of recombinant rVSV-prM-E triggered significantly higher ZIKV antibody response than pCI-prM-E, despite the fact that mice in pCI-prM-E group have been boosted.","['trigger,verb,nsubj,x', 'trigger,verb,dobj,y']",1
a longer incubation period,a statistically significant increased risk,"In the multivariable logistic regression model, we found that a longer incubation period was associated with a statistically significant increased risk of death (adjusted odds ratio, aOR = 1.70 per day increase in incubation period; 95% credibility interval, CrI: 1.47-1.97) after adjustment for age, sex, geographical location and underlying conditions (Table 3) .","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
concanavalin a,the role,"In the treatment of cholestatic hepatitis, emodin could alleviate the role of liver injury in cholestatic hepatitis caused by concanavalin A and alpha-naphthylisothiocyanate (ANIT)","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
alpha-naphthylisothiocyanate,the role,"In the treatment of cholestatic hepatitis, emodin could alleviate the role of liver injury in cholestatic hepatitis caused by concanavalin A and alpha-naphthylisothiocyanate (ANIT)","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
a typical infected individual,secondary infections,"In this case, the disease will have a lower basic reproductive number (R 0 -the number of secondary infections caused by a typical infected individual in an entirely susceptible population) in the recipient host than its recent ancestor in the donor host.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
a typical pathogen,co-infection,"In this study, we reported a case of co-infection caused by a typical pathogen and a rare opportunistic pathogen with taxonomical nomenclature undefined.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
a rare opportunistic pathogen,co-infection,"In this study, we reported a case of co-infection caused by a typical pathogen and a rare opportunistic pathogen with taxonomical nomenclature undefined.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
acute hunger,social motivation,"Indeed, there is some evidence that people are less prosocial when hungry, consistent with a reduction in social motivation caused by acute hunger, although see.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
infection,a wide spectrum,"Infection by HAdV is associated with a wide spectrum of clinical diseases including  RTI, gastroenteritis, and keratoconjunctivitis.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
all exposed individuals,infections,"Infections are caused by all exposed individuals who remain active, whether officially or by defection.","['cause,verb,nsubjpass,y', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
a variety,sepsis,"Infectious factors such as pneumonia with/without sepsis caused by a variety of pathogens, including pneumococci, influenza","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
local compression,symptoms,"Intrathoracic SAAs often result in symptoms caused by local compression or acute aneurysm expansion; upper chest or shoulder pain, Horner's syndrome, venous congestion, and hoarseness.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
acute aneurysm expansion,symptoms,"Intrathoracic SAAs often result in symptoms caused by local compression or acute aneurysm expansion; upper chest or shoulder pain, Horner's syndrome, venous congestion, and hoarseness.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
a typical case,secondary infections,"Intuitively, R 0 is the expected number of secondary infections produced by a typical case in a population where everyone is susceptible.","['y,noun,acl,produce', 'produce,verb,agent,by', 'by,adp,pobj,x']",1
infection,an increased risk,It has been suggested that infection with new strains of the infecting species is highly associated with an increased risk of exacerbation.,"['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
an index case,infections,"It is defined as the number of infections caused by an index case within a completely susceptible population, i.e., a population in which there is no pre-existing immunity.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
a traveler,an outbreak,"It is thought that a traveler returning from Bahrain carrying the MERS virus caused an outbreak of 186 cases and 36 deaths, which had a substantial impact on the South Korean economy.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']",1
kidney disease,activation,Kidney disease is also associated with activation of the cardiac RAS and cardiac damage.,"['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
a number,large scale reductions,"Large scale reductions in the transmission rate of SARS (.70%, Figure 1 , [33] ) were brought about by a number of public health interventions.","['bring,verb,nsubjpass,y', 'bring,verb,agent,by', 'by,adp,pobj,x']",1
an emerging pathogen,an outbreak,"Likewise,  an increase in the normalized metric, concomitant  with  an increase in negative tests, may indicate  the occurrence of an outbreak caused by an emerging pathogen.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
longer duration,an increased risk,Longer duration of symptoms and immunosuppression were associated with an increased risk of disease progression in our study.,"['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
loss,age-dependent development,"Loss of function polymorphisms of Atg16L1  have been associated with age-dependent development of inflammatory bowel disease (Crohn's disease) owing to impaired clearance of ileal pathogens or endogenous protein aggregates, and chronic elevation of inflammatory cytokine responses.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
a growing number,aberrant splicing,(22) and a growing number of human diseases are associated with aberrant splicing of the genes (23) (24) (25) .,"['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']",1
acute ozone exposure,oxidative stress,Many of the changes in WTO 3 mice are likely due to oxidative stress resulting from acute ozone exposure.,"['y,noun,acl,result', 'result,verb,prep,from', 'from,adp,pobj,x']",1
an epidemic,infections,"Many use the logistic model to provide a simple representation of the cumulative number of infections, hospital admissions and deaths caused by an epidemic.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
an epidemic,hospital admissions,"Many use the logistic model to provide a simple representation of the cumulative number of infections, hospital admissions and deaths caused by an epidemic.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
an epidemic,deaths,"Many use the logistic model to provide a simple representation of the cumulative number of infections, hospital admissions and deaths caused by an epidemic.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']",1
a typical case,secondary cases,"Meanwhile, the effective reproduction number (R t ) is defined as the average number of secondary cases produced by a typical case in that particular population 4.","['y,noun,acl,produce', 'produce,verb,agent,by', 'by,adp,pobj,x']",1
